mesaid,line,linetime,offwrist,activity,marker,whitelight,redlight,greenlight,bluelight,wake,interval,dayofweek,daybymidnight,daybynoon
1227,1,18:00:00,1,,,,,,,,EXCLUDED,5,1,1
1227,2,18:00:30,1,,,,,,,,EXCLUDED,5,1,1
1227,3,18:01:00,1,,,,,,,,EXCLUDED,5,1,1
1227,4,18:01:30,1,,,,,,,,EXCLUDED,5,1,1
1227,5,18:02:00,1,,,,,,,,EXCLUDED,5,1,1
1227,6,18:02:30,1,,,,,,,,EXCLUDED,5,1,1
1227,7,18:03:00,1,,,,,,,,EXCLUDED,5,1,1
1227,8,18:03:30,1,,,,,,,,EXCLUDED,5,1,1
1227,9,18:04:00,1,,,,,,,,EXCLUDED,5,1,1
1227,10,18:04:30,1,,,,,,,,EXCLUDED,5,1,1
1227,11,18:05:00,1,,,,,,,,EXCLUDED,5,1,1
1227,12,18:05:30,1,,,,,,,,EXCLUDED,5,1,1
1227,13,18:06:00,1,,,,,,,,EXCLUDED,5,1,1
1227,14,18:06:30,1,,,,,,,,EXCLUDED,5,1,1
1227,15,18:07:00,1,,,,,,,,EXCLUDED,5,1,1
1227,16,18:07:30,1,,,,,,,,EXCLUDED,5,1,1
1227,17,18:08:00,1,,,,,,,,EXCLUDED,5,1,1
1227,18,18:08:30,1,,,,,,,,EXCLUDED,5,1,1
1227,19,18:09:00,1,,,,,,,,EXCLUDED,5,1,1
1227,20,18:09:30,1,,,,,,,,EXCLUDED,5,1,1
1227,21,18:10:00,1,,,,,,,,EXCLUDED,5,1,1
1227,22,18:10:30,1,,,,,,,,EXCLUDED,5,1,1
1227,23,18:11:00,1,,,,,,,,EXCLUDED,5,1,1
1227,24,18:11:30,1,,,,,,,0,EXCLUDED,5,1,1
1227,25,18:12:00,1,,,,,,,0,EXCLUDED,5,1,1
1227,26,18:12:30,1,,,,,,,0,EXCLUDED,5,1,1
1227,27,18:13:00,1,,,,,,,0,EXCLUDED,5,1,1
1227,28,18:13:30,0,0.00,0,38.7100,2.8800,3.5700,0.9540,0,ACTIVE,5,1,1
1227,29,18:14:00,0,1.00,0,38.7100,2.8800,3.5700,0.9540,0,ACTIVE,5,1,1
1227,30,18:14:30,0,6.00,0,25.8100,2.5300,2.2700,0.3300,0,ACTIVE,5,1,1
1227,31,18:15:00,0,40.00,0,33.0700,2.3200,3.0700,0.9540,1,ACTIVE,5,1,1
1227,32,18:15:30,0,47.00,0,47.5300,3.2800,4.4400,1.2900,1,ACTIVE,5,1,1
1227,33,18:16:00,0,38.00,1,156.3800,10.8000,14.9000,1.6000,1,ACTIVE,5,1,1
1227,34,18:16:30,0,86.00,0,66.7200,4.4400,6.4200,0.6600,1,ACTIVE,5,1,1
1227,35,18:17:00,0,25.00,0,62.5100,4.1600,5.8800,1.6400,1,ACTIVE,5,1,1
1227,36,18:17:30,0,0.00,0,58.5400,3.9000,5.5100,1.5000,0,ACTIVE,5,1,1
1227,37,18:18:00,0,0.00,0,58.5400,3.9000,5.5100,1.5000,0,ACTIVE,5,1,1
1227,38,18:18:30,0,15.00,0,57.3200,3.8100,5.3900,1.5000,1,ACTIVE,5,1,1
1227,39,18:19:00,0,25.00,0,70.5400,4.3400,6.8500,0.8940,1,ACTIVE,5,1,1
1227,40,18:19:30,0,0.00,0,57.2800,3.8100,5.3900,1.4700,1,ACTIVE,5,1,1
1227,41,18:20:00,0,73.00,0,57.1400,3.7300,5.3900,1.5000,1,ACTIVE,5,1,1
1227,42,18:20:30,0,73.00,0,60.0100,4.0700,5.6300,1.5400,1,ACTIVE,5,1,1
1227,43,18:21:00,0,54.00,0,58.5700,3.9000,5.5100,1.5400,1,ACTIVE,5,1,1
1227,44,18:21:30,0,114.00,0,61.1700,4.0700,5.7600,1.6000,1,ACTIVE,5,1,1
1227,45,18:22:00,0,5.00,0,59.5200,3.8100,5.6300,1.6000,1,ACTIVE,5,1,1
1227,46,18:22:30,0,93.00,0,55.1400,3.7300,5.1700,1.5000,1,ACTIVE,5,1,1
1227,47,18:23:00,0,119.00,0,30.9100,2.1700,2.8800,0.8200,1,ACTIVE,5,1,1
