mesaid,line,linetime,offwrist,activity,marker,whitelight,redlight,greenlight,bluelight,wake,interval,dayofweek,daybymidnight,daybynoon
1216,1,18:30:00,0,2.00,0,2.5700,0.6050,0.1390,0.0184,0,ACTIVE,5,1,1
1216,2,18:30:30,0,0.00,0,2.4600,0.5550,0.1390,0.0206,0,ACTIVE,5,1,1
1216,3,18:31:00,0,0.00,0,2.8450,0.6255,0.1650,0.0206,0,ACTIVE,5,1,1
1216,4,18:31:30,0,0.00,0,3.5250,0.7850,0.2010,0.0256,0,ACTIVE,5,1,1
1216,5,18:32:00,0,0.00,0,3.5050,0.8310,0.1880,0.0231,0,ACTIVE,5,1,1
1216,6,18:32:30,0,0.00,0,3.5550,0.9435,0.1650,0.0206,0,ACTIVE,5,1,1
1216,7,18:33:00,0,0.00,0,2.9450,0.7510,0.1445,0.0162,0,ACTIVE,5,1,1
1216,8,18:33:30,0,0.00,0,2.7550,0.6900,0.1390,0.0162,0,ACTIVE,5,1,1
1216,9,18:34:00,0,6.00,0,2.4450,0.5760,0.1315,0.0162,0,ACTIVE,5,1,1
1216,10,18:34:30,0,39.00,0,0.9000,0.2050,0.0500,0.0058,1,ACTIVE,5,1,1
1216,11,18:35:00,0,0.00,0,0.0000,0.0000,0.0000,0.0000,0,ACTIVE,5,1,1
1216,12,18:35:30,0,0.00,0,0.0000,0.0000,0.0000,0.0000,1,ACTIVE,5,1,1
1216,13,18:36:00,0,93.00,0,1.7500,0.3600,0.1070,0.0149,1,ACTIVE,5,1,1
1216,14,18:36:30,0,169.00,0,0.2700,0.0880,0.0087,0.0000,1,ACTIVE,5,1,1
1216,15,18:37:00,0,40.00,0,2.1650,0.4785,0.1240,0.0162,1,ACTIVE,5,1,1
1216,16,18:37:30,0,302.00,0,16.7000,2.5700,1.2100,0.3760,1,ACTIVE,5,1,1
1216,17,18:38:00,0,140.00,0,12.6950,2.6765,0.7585,0.1100,1,ACTIVE,5,1,1
1216,18,18:38:30,0,63.00,0,19.5550,4.3350,1.1210,0.1395,1,ACTIVE,5,1,1
1216,19,18:39:00,0,164.00,0,6.6650,1.6875,0.3315,0.0301,1,ACTIVE,5,1,1
1216,20,18:39:30,0,49.00,0,4.0500,0.8165,0.2520,0.0347,1,ACTIVE,5,1,1
1216,21,18:40:00,0,30.00,0,3.2300,0.6530,0.2010,0.0256,1,ACTIVE,5,1,1
1216,22,18:40:30,0,9.00,0,2.6450,0.5855,0.1520,0.0184,1,ACTIVE,5,1,1
1216,23,18:41:00,0,2.00,0,13.0200,3.0050,0.7195,0.0665,0,ACTIVE,5,1,1
1216,24,18:41:30,0,2.00,0,7.5150,1.7150,0.4195,0.0460,0,ACTIVE,5,1,1
1216,25,18:42:00,0,12.00,0,6.4400,1.3500,0.3900,0.0460,0,ACTIVE,5,1,1
1216,26,18:42:30,0,4.00,0,4.4200,0.8845,0.2770,0.0347,0,ACTIVE,5,1,1
