mesaid,line,linetime,offwrist,activity,marker,whitelight,redlight,greenlight,bluelight,wake,interval,dayofweek,daybymidnight,daybynoon
1278,1,16:06:00,1,,,,,,,,EXCLUDED,4,1,1
1278,2,16:06:30,1,,,,,,,,EXCLUDED,4,1,1
1278,3,16:07:00,1,,,,,,,,EXCLUDED,4,1,1
1278,4,16:07:30,1,,,,,,,,EXCLUDED,4,1,1
1278,5,16:08:00,1,,,,,,,,EXCLUDED,4,1,1
1278,6,16:08:30,1,,,,,,,,EXCLUDED,4,1,1
1278,7,16:09:00,1,,,,,,,,EXCLUDED,4,1,1
1278,8,16:09:30,1,,,,,,,,EXCLUDED,4,1,1
1278,9,16:10:00,1,,,,,,,,EXCLUDED,4,1,1
1278,10,16:10:30,1,,,,,,,,EXCLUDED,4,1,1
1278,11,16:11:00,1,,,,,,,,EXCLUDED,4,1,1
1278,12,16:11:30,1,,,,,,,,EXCLUDED,4,1,1
1278,13,16:12:00,1,,,,,,,,EXCLUDED,4,1,1
1278,14,16:12:30,1,,,,,,,,EXCLUDED,4,1,1
1278,15,16:13:00,1,,,,,,,,EXCLUDED,4,1,1
1278,16,16:13:30,1,,,,,,,,EXCLUDED,4,1,1
1278,17,16:14:00,1,,,,,,,,EXCLUDED,4,1,1
1278,18,16:14:30,1,,,,,,,,EXCLUDED,4,1,1
1278,19,16:15:00,1,,,,,,,,EXCLUDED,4,1,1
1278,20,16:15:30,1,,,,,,,,EXCLUDED,4,1,1
1278,21,16:16:00,1,,,,,,,,EXCLUDED,4,1,1
1278,22,16:16:30,1,,,,,,,,EXCLUDED,4,1,1
1278,23,16:17:00,1,,,,,,,,EXCLUDED,4,1,1
1278,24,16:17:30,1,,,,,,,,EXCLUDED,4,1,1
1278,25,16:18:00,1,,,,,,,,EXCLUDED,4,1,1
1278,26,16:18:30,1,,,,,,,,EXCLUDED,4,1,1
1278,27,16:19:00,1,,,,,,,,EXCLUDED,4,1,1
1278,28,16:19:30,1,,,,,,,,EXCLUDED,4,1,1
1278,29,16:20:00,1,,,,,,,,EXCLUDED,4,1,1
1278,30,16:20:30,1,,,,,,,,EXCLUDED,4,1,1
1278,31,16:21:00,1,,,,,,,,EXCLUDED,4,1,1
1278,32,16:21:30,1,,,,,,,,EXCLUDED,4,1,1
1278,33,16:22:00,1,,,,,,,,EXCLUDED,4,1,1
1278,34,16:22:30,1,,,,,,,,EXCLUDED,4,1,1
1278,35,16:23:00,1,,,,,,,,EXCLUDED,4,1,1
1278,36,16:23:30,1,,,,,,,,EXCLUDED,4,1,1
1278,37,16:24:00,1,,,,,,,,EXCLUDED,4,1,1
1278,38,16:24:30,1,,,,,,,,EXCLUDED,4,1,1
1278,39,16:25:00,1,,,,,,,,EXCLUDED,4,1,1
1278,40,16:25:30,1,,,,,,,,EXCLUDED,4,1,1
1278,41,16:26:00,1,,,,,,,,EXCLUDED,4,1,1
1278,42,16:26:30,1,,,,,,,,EXCLUDED,4,1,1
1278,43,16:27:00,1,,,,,,,,EXCLUDED,4,1,1
1278,44,16:27:30,1,,,,,,,,EXCLUDED,4,1,1
1278,45,16:28:00,1,,,,,,,,EXCLUDED,4,1,1
1278,46,16:28:30,1,,,,,,,,EXCLUDED,4,1,1
1278,47,16:29:00,1,,,,,,,,EXCLUDED,4,1,1
1278,48,16:29:30,1,,,,,,,,EXCLUDED,4,1,1
1278,49,16:30:00,1,,,,,,,,EXCLUDED,4,1,1
1278,50,16:30:30,1,,,,,,,,EXCLUDED,4,1,1
1278,51,16:31:00,1,,,,,,,,EXCLUDED,4,1,1
1278,52,16:31:30,1,,,,,,,,EXCLUDED,4,1,1
1278,53,16:32:00,1,,,,,,,,EXCLUDED,4,1,1
1278,54,16:32:30,1,,,,,,,,EXCLUDED,4,1,1
1278,55,16:33:00,1,,,,,,,,EXCLUDED,4,1,1
1278,56,16:33:30,1,,,,,,,,EXCLUDED,4,1,1
1278,57,16:34:00,1,,,,,,,,EXCLUDED,4,1,1
1278,58,16:34:30,1,,,,,,,,EXCLUDED,4,1,1
1278,59,16:35:00,1,,,,,,,,EXCLUDED,4,1,1
1278,60,16:35:30,1,,,,,,,,EXCLUDED,4,1,1
1278,61,16:36:00,1,,,,,,,,EXCLUDED,4,1,1
1278,62,16:36:30,1,,,,,,,,EXCLUDED,4,1,1
1278,63,16:37:00,1,,,,,,,,EXCLUDED,4,1,1
1278,64,16:37:30,1,,,,,,,,EXCLUDED,4,1,1
1278,65,16:38:00,1,,,,,,,,EXCLUDED,4,1,1
1278,66,16:38:30,1,,,,,,,,EXCLUDED,4,1,1
1278,67,16:39:00,1,,,,,,,,EXCLUDED,4,1,1
1278,68,16:39:30,1,,,,,,,,EXCLUDED,4,1,1
1278,69,16:40:00,1,,,,,,,,EXCLUDED,4,1,1
1278,70,16:40:30,1,,,,,,,,EXCLUDED,4,1,1
1278,71,16:41:00,1,,,,,,,,EXCLUDED,4,1,1
1278,72,16:41:30,1,,,,,,,,EXCLUDED,4,1,1
1278,73,16:42:00,1,,,,,,,,EXCLUDED,4,1,1
1278,74,16:42:30,1,,,,,,,,EXCLUDED,4,1,1
1278,75,16:43:00,1,,,,,,,,EXCLUDED,4,1,1
1278,76,16:43:30,1,,,,,,,,EXCLUDED,4,1,1
1278,77,16:44:00,1,,,,,,,,EXCLUDED,4,1,1
1278,78,16:44:30,1,,,,,,,,EXCLUDED,4,1,1
1278,79,16:45:00,1,,,,,,,,EXCLUDED,4,1,1
1278,80,16:45:30,1,,,,,,,,EXCLUDED,4,1,1
1278,81,16:46:00,1,,,,,,,,EXCLUDED,4,1,1
1278,82,16:46:30,1,,,,,,,,EXCLUDED,4,1,1
1278,83,16:47:00,1,,,,,,,,EXCLUDED,4,1,1
1278,84,16:47:30,1,,,,,,,,EXCLUDED,4,1,1
1278,85,16:48:00,1,,,,,,,,EXCLUDED,4,1,1
1278,86,16:48:30,1,,,,,,,,EXCLUDED,4,1,1
1278,87,16:49:00,1,,,,,,,,EXCLUDED,4,1,1
1278,88,16:49:30,1,,,,,,,,EXCLUDED,4,1,1
1278,89,16:50:00,1,,,,,,,,EXCLUDED,4,1,1
1278,90,16:50:30,1,,,,,,,,EXCLUDED,4,1,1
1278,91,16:51:00,1,,,,,,,,EXCLUDED,4,1,1
1278,92,16:51:30,1,,,,,,,,EXCLUDED,4,1,1
1278,93,16:52:00,1,,,,,,,,EXCLUDED,4,1,1
1278,94,16:52:30,1,,,,,,,,EXCLUDED,4,1,1
1278,95,16:53:00,1,,,,,,,,EXCLUDED,4,1,1
1278,96,16:53:30,1,,,,,,,,EXCLUDED,4,1,1
1278,97,16:54:00,1,,,,,,,,EXCLUDED,4,1,1
1278,98,16:54:30,1,,,,,,,,EXCLUDED,4,1,1
1278,99,16:55:00,1,,,,,,,,EXCLUDED,4,1,1
1278,100,16:55:30,1,,,,,,,,EXCLUDED,4,1,1
1278,101,16:56:00,1,,,,,,,,EXCLUDED,4,1,1
1278,102,16:56:30,1,,,,,,,,EXCLUDED,4,1,1
1278,103,16:57:00,1,,,,,,,,EXCLUDED,4,1,1
1278,104,16:57:30,1,,,,,,,,EXCLUDED,4,1,1
1278,105,16:58:00,1,,,,,,,,EXCLUDED,4,1,1
1278,106,16:58:30,1,,,,,,,,EXCLUDED,4,1,1
1278,107,16:59:00,1,,,,,,,,EXCLUDED,4,1,1
1278,108,16:59:30,1,,,,,,,,EXCLUDED,4,1,1
1278,109,17:00:00,1,,,,,,,,EXCLUDED,4,1,1
1278,110,17:00:30,1,,,,,,,,EXCLUDED,4,1,1
1278,111,17:01:00,1,,,,,,,,EXCLUDED,4,1,1
1278,112,17:01:30,1,,,,,,,,EXCLUDED,4,1,1
1278,113,17:02:00,1,,,,,,,,EXCLUDED,4,1,1
1278,114,17:02:30,1,,,,,,,,EXCLUDED,4,1,1
1278,115,17:03:00,1,,,,,,,,EXCLUDED,4,1,1
1278,116,17:03:30,1,,,,,,,,EXCLUDED,4,1,1
1278,117,17:04:00,1,,,,,,,,EXCLUDED,4,1,1
1278,118,17:04:30,1,,,,,,,,EXCLUDED,4,1,1
1278,119,17:05:00,1,,,,,,,,EXCLUDED,4,1,1
1278,120,17:05:30,1,,,,,,,,EXCLUDED,4,1,1
1278,121,17:06:00,1,,,,,,,,EXCLUDED,4,1,1
1278,122,17:06:30,1,,,,,,,,EXCLUDED,4,1,1
1278,123,17:07:00,1,,,,,,,,EXCLUDED,4,1,1
1278,124,17:07:30,1,,,,,,,,EXCLUDED,4,1,1
